NomeIntesta;idEEFattura;dtIniz;annoComp;meseComp;tipoSpesa;prezzoUnit;quantita;importo
"alessandro";1760;"2025-05-01";2025;"2025-05";"S2";0,04;111,00;4,34
"alessandro";1760;"2025-05-01";2025;"2025-05";"P";0,90;4,50;4,04
"alessandro";1760;"2025-05-01";2025;"2025-05";"R";0,06;315,00;18,63
"alessandro";1760;"2025-06-01";2025;"2025-06";"PU";0,11;197,00;22,02
"alessandro";1760;"2025-06-01";2025;"2025-06";"PU";0,11;108,00;12,07
"alessandro";1760;"2025-06-01";2025;"2025-06";"S1";0,01;197,00;2,20
"alessandro";1760;"2025-06-01";2025;"2025-06";"S2";0,04;108,00;4,22
"alessandro";1760;"2025-06-01";2025;"2025-06";"P";0,87;4,50;3,91
"alessandro";1760;"2025-06-01";2025;"2025-06";"R";0,06;305,00;18,03
"alessandro";1760;"2025-07-01";2025;"2025-07";"PU";0,11;204,00;23,08
"alessandro";1760;"2025-07-01";2025;"2025-07";"PU";0,11;108,00;12,22
"alessandro";1760;"2025-07-01";2025;"2025-07";"S1";0,01;204,00;2,28
"alessandro";1760;"2025-07-01";2025;"2025-07";"S2";0,04;108,00;4,22
"alessandro";1760;"2025-07-01";2025;"2025-07";"P";0,90;4,50;4,04
"alessandro";1760;"2025-08-01";2025;"2025-08";"PU";0,11;204,00;22,19
"alessandro";1760;"2025-08-01";2025;"2025-08";"PU";0,11;5,00;0,54
"alessandro";1760;"2025-08-01";2025;"2025-08";"S1";0,01;204,00;2,28
"alessandro";1760;"2025-08-01";2025;"2025-08";"S2";0,04;5,00;0,20
"alessandro";1760;"2025-08-01";2025;"2025-08";"P";0,90;4,50;4,04
